"","major","degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"3516","CS","MS","Website",3.9,152,166,"International",13,1.8,"01"
"7127","CS","MS","E-mail",NA,158,169,"International",25,3.5,"03"
"5839","ECE","PhD","E-mail",NA,NA,NA,"International",85,12.3,"02"
"5080","CS","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"6666","CS","PhD","E-mail",2.9,145,163,"International",55,4.3,"04"
"5802","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"8799","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"01"
"4568","CS","MS","E-mail",NA,NA,NA,"International with US Degree",47,3,"03"
"9208","Other","MS","E-mail",NA,NA,NA,"International",46,5.6,"04"
"315","CS","PhD","Website",NA,NA,NA,"International",13,1.5,"04"
"9359","CS","MS","Website",3.4,160,163,"International with US Degree",48,5.9,"03"
"16287","CS","PhD","E-mail",NA,170,166,"International",55,4.7,"02"
"4174","CS","PhD","E-mail",3.9,165,163,"American",47,3,"03"
"4575","CS","MS","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"03"
"5361","CS","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"7555","CS","PhD","Website",NA,NA,NA,"International",26,2.3,"03"
"10740","CS","PhD","E-mail",3.6,153,166,"International",52,6.4,"02"
"9869","ECE","PhD","E-mail",3.8,145,152,"International",2,1,"03"
"6073","CS","PhD","E-mail",3.92,162,170,"International with US Degree",57,8.4,"01"
"5472","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"14649","ECE","PhD","E-mail",NA,NA,NA,"International",25,3.5,"03"
"10487","CS","PhD","E-mail",NA,153,166,"International",47,5.8,"02"
"11342","ECE","PhD","E-mail",NA,161,166,"International",57,8.4,"02"
"9355","CS","PhD","Website",NA,NA,NA,"International",50,4.7,"04"
"6138","CS","PhD","E-mail",NA,NA,NA,"American",63,8.6,"01"
"1632","ECE","PhD","E-mail",3.1,159,151,"International",19,2.8,"03"
"3717","CS","MS","E-mail",3.6,162,164,"International",22,2.4,"04"
"14298","CS","PhD","Postal Service",NA,NA,NA,"International",22,2.5,"05"
"10148","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"9364","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"16420","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",42,5.4,"01"
"2410","CS","MS","E-mail",3.5,157,170,"International",51,5.3,"02"
"1222","CS","PhD","E-mail",3.56,152,166,"International",47,5.8,"03"
"10320","CS","PhD","Website",3.58,153,170,"International",30,2.3,"03"
"5075","ECE","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"14976","CS","PhD","Postal Service",3.85,162,158,"American",29,4.2,"03"
"14772","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",63,8.6,"03"
"4756","CS","MS","E-mail",NA,NA,NA,"International",30,2.3,"03"
"8470","CS","PhD","Website",NA,NA,NA,"International",46,5.6,"02"
"9631","CS","PhD","E-mail",4,165,156,"American",46,4.3,"02"
"11218","CS","PhD","E-mail",3.65,152,167,"International",85,12.3,"02"
"3598","CS","MS","E-mail",2.85,139,161,"International",22,2.5,"05"
"12382","CS","PhD","E-mail",NA,NA,NA,"International",46,4.3,"03"
"7395","CS","PhD","E-mail",3.46,163,149,"International",36,2.8,"03"
"12371","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"03"
"15090","CS","PhD","E-mail",NA,NA,NA,"International",NA,NA,"03"
"206","CS","MS","E-mail",NA,159,166,"International",55,4.3,"04"
"3701","CS","PhD","E-mail",NA,NA,NA,"International",36,2.8,"04"
"16180","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"13010","CS","MS","E-mail",NA,NA,NA,"International",25,3.5,"03"
"7218","CS","MS","E-mail",NA,163,170,"International",83,9.9,"03"
"9601","CS","MS","E-mail",3.63,162,164,"International",37,5,"03"
"5880","CS","PhD","E-mail",3.2,144,162,"International",24,2,"02"
"15778","CS","PhD","E-mail",NA,NA,NA,"International",55,4.3,"02"
"3824","CS","PhD","Website",NA,NA,NA,"International",23,2.7,"04"
"11918","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"04"
"654","CS","MS","E-mail",3.83,161,160,"American",42,5.4,"04"
"6973","CS","PhD","E-mail",3,142,163,"International",43,3.6,"03"
"13565","ECE","PhD","E-mail",3.8,158,163,"International",152,18.1,"02"
"2031","CS","PhD","Website",3.7,146,162,"International",NA,NA,"03"
"744","CS","MS","E-mail",NA,NA,NA,"American",46,4.3,"04"
"3301","CS","PhD","E-mail",3.89,152,163,"International",21,2.4,"01"
"9593","CS","PhD","E-mail",NA,NA,NA,"International",22,2.4,"03"
"5202","ECE","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"10988","CS","PhD","E-mail",3.8,158,166,"International",50,4.7,"02"
"3333","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,11.1,"01"
"1566","CS","MS","E-mail",3.74,161,163,"International",83,9.9,"03"
"14522","CS","MS","Website",NA,NA,NA,"International",46,5.6,"04"
"8780","ECE","PhD","E-mail",4,158,165,"American",42,5.4,"01"
"2411","CS","PhD","E-mail",NA,NA,NA,"American",13,1.6,"02"
"4064","CS","MS","E-mail",NA,152,162,"International",23,1.9,"04"
"241","CS","MS","E-mail",3.87,142,161,"International",7,1.3,"02"
"7060","CS","PhD","E-mail",NA,NA,NA,"International",25,3.5,"03"
"15747","CS","PhD","E-mail",3.9,153,164,"International",50,5.7,"02"
"3051","CS","PhD","E-mail",NA,NA,NA,"International",29,4.2,"02"
"2223","ECE","PhD","E-mail",NA,NA,NA,"International",85,12.3,"02"
"11315","ECE","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"15459","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",48,5.9,"03"
"9253","CS","MS","Website",NA,NA,NA,"International",NA,NA,"04"
"15528","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"02"
"14395","CS","PhD","Website",3.76,149,163,"International",55,4.7,"04"
"11308","CS","PhD","E-mail",NA,NA,NA,"International",23,2.7,"02"
"2436","CS","MS","E-mail",NA,155,163,"International",83,11.1,"02"
"15751","CS","PhD","E-mail",3.14,160,164,"American",55,4.3,"02"
"1241","CS","MS","E-mail",NA,NA,NA,"International",13,1.6,"03"
"3307","CS","PhD","E-mail",3.91,151,162,"International with US Degree",40,3.6,"01"
"6817","CS","MS","Website",NA,NA,NA,"American",22,2.8,"03"
"13621","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"6195","CS","PhD","Website",NA,NA,NA,"International with US Degree",53,4.8,"01"
"4840","CS","PhD","E-mail",NA,NA,NA,"American",37,5,"03"
"13755","CS","PhD","Phone",NA,NA,NA,"International with US Degree",152,18.1,"02"
"12898","CS","PhD","E-mail",NA,NA,NA,"Other",48,5.9,"03"
"2070","CS","PhD","E-mail",3.52,156,164,"American",15,1.9,"03"
"10687","CS","MS","Other",NA,NA,NA,"International",85,12.3,"02"
"2065","CS","PhD","E-mail",NA,NA,NA,"International",12,1.4,"02"
"7162","CS","MS","E-mail",NA,NA,NA,"International with US Degree",68,8.7,"03"
"5482","CS","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"15810","ECE","PhD","Website",3.61,163,166,"International with US Degree",85,12.3,"02"
"1290","CS","MS","E-mail",3.96,163,167,"International",73,6.7,"03"
"10094","CS","PhD","E-mail",NA,NA,NA,"International",37,5,"03"
"13378","CS","PhD","Website",NA,NA,NA,"International with US Degree",50,4.7,"02"
"11007","CS","PhD","E-mail",NA,163,164,"American",73,6.7,"02"
"2843","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,8.4,"02"
"2388","CS","PhD","Website",NA,NA,NA,"American",29,4.2,"02"
"3144","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"1716","CS","PhD","E-mail",3.7,166,168,"International",152,18.1,"03"
"8478","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"15613","CS","PhD","E-mail",NA,NA,NA,"International",46,5.6,"02"
"5342","CS","MS","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"995","CS","MS","Website",NA,164,170,"International",73,6.7,"03"
"14186","CS","PhD","E-mail",3.87,160,166,"International with US Degree",46,5.6,"02"
"14892","CS","MS","E-mail",NA,NA,NA,"Other",57,11.5,"03"
"1088","CS","MS","Website",3.1,164,167,"International with US Degree",55,4.3,"03"
"14358","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",73,6.7,"04"
"12100","ECE","PhD","E-mail",NA,NA,NA,"International",NA,NA,"04"
"14501","ECE","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"3165","CS","PhD","Website",4,161,168,"American",24,2.1,"02"
"608","CS","MS","E-mail",NA,NA,NA,"International",28,2,"12"
"11021","CS","MS","E-mail",3.3,168,166,"International",152,18.1,"02"
"15120","CS","PhD","Website",NA,NA,NA,"International with US Degree",22,2.8,"03"
"12700","CS","PhD","Website",3.62,158,161,"International",43,3.6,"03"
"543","CS","MS","E-mail",3.51,162,168,"International",47,5.8,"04"
"11274","CS","PhD","E-mail",NA,162,166,"International with US Degree",83,11.1,"02"
"15919","ECE","PhD","E-mail",3.7,161,161,"American",68,8.7,"02"
"7821","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"12385","ECE","MS","E-mail",NA,NA,NA,"International with US Degree",37,5,"03"
"3734","CS","MS","E-mail",3.6,154,166,"International",50,5.7,"04"
"8509","CS","MS","E-mail",3.5,159,160,"International",12,1.5,"06"
"6205","ECE","MS","E-mail",3.8,154,167,"International",50,5.7,"11"
"14197","Other","PhD","E-mail",3,168,166,"International",57,11.5,"01"
"13557","ECE","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"9604","CS","PhD","Website",NA,NA,NA,"International",46,5.6,"03"
"13339","ECE","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"1577","ECE","PhD","E-mail",NA,NA,NA,"International",30,2.8,"03"
"8323","CS","PhD","E-mail",3.85,169,161,"American",57,8.4,"02"
"3969","CS","MS","E-mail",3.41,167,169,"International",68,8.7,"04"
"7411","CS","PhD","E-mail",NA,NA,NA,"International",85,12.3,"03"
"5848","CS","PhD","E-mail",NA,NA,NA,"International",73,6.7,"02"
"1815","CS","MS","E-mail",3.85,165,163,"American",83,11.1,"02"
"13084","CS","PhD","E-mail",NA,NA,NA,"International",47,5.8,"03"
"14309","CS","MS","Website",NA,NA,NA,"International",38,3.1,"05"
"4097","CS","MS","E-mail",3.55,151,164,"International",50,5.7,"04"
"13837","CS","PhD","E-mail",NA,NA,NA,"International",46,5.6,"02"
"14535","ECE","PhD","E-mail",NA,NA,NA,"American",83,11.1,"04"
"5206","CS","PhD","Website",NA,NA,NA,"International",12,1.2,"02"
"11683","CS","MS","E-mail",NA,NA,NA,"International",19,2.8,"05"
"1186","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",25,3.5,"03"
"6501","CS","PhD","E-mail",NA,NA,NA,"International",37,3.1,"04"
"4274","CS","MS","Website",3.8,154,168,"International",25,3.5,"03"
"4702","CS","MS","Website",3.7,NA,NA,"International",33,2.8,"02"
"16054","CS","PhD","E-mail",3.31,149,163,"International",46,5.6,"02"
"6451","CS","MS","E-mail",3.66,160,166,"International",23,1.9,"04"
"8574","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"6148","ECE","PhD","Postal Service",NA,NA,NA,"American",38,3.1,"12"
"2780","CS","PhD","E-mail",NA,NA,NA,"International",12,1.4,"01"
"9831","CS","MS","E-mail",NA,NA,NA,"International",37,5,"03"
"3167","ECE","PhD","E-mail",3.84,161,165,"International",37,3.1,"02"
"1672","CS","MS","Website",NA,NA,NA,"International",52,6.4,"03"
"11294","CS","PhD","E-mail",4,158,167,"International",68,8.7,"02"
"3403","CS","PhD","E-mail",NA,NA,NA,"American",47,3,"01"
"13914","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"12801","CS","MS","E-mail",NA,160,166,"American",53,6.9,"03"
"278","CS","PhD","E-mail",2.96,152,167,"International",10,1.3,"02"
"14556","ECE","PhD","E-mail",NA,NA,NA,"American",22,2.4,"04"
"2035","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"03"
"1630","HCI","MS","E-mail",NA,154,170,"International",63,8.6,"02"
"13318","CS","PhD","E-mail",NA,NA,NA,"American",22,2.8,"02"
"10259","CS","MS","E-mail",NA,NA,NA,"American",48,5.9,"03"
"12497","CS","MS","E-mail",NA,NA,NA,"International",21,2.1,"03"
"4063","CS","MS","E-mail",NA,152,168,"International",63,8.6,"04"
"11065","CS","PhD","E-mail",3.56,164,158,"American",57,11.5,"02"
"8089","CS","MS","E-mail",3.2,155,168,"International",152,18.1,"02"
"12611","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",NA,NA,"03"
"4622","CS","MS","Website",NA,NA,NA,"International",30,2.3,"03"
"14567","ECE","PhD","E-mail",3.5,161,166,"American",63,8.6,"04"
"7690","ECE","MS","E-mail",NA,NA,NA,"International",32,2.7,"02"
"7504","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",68,8.7,"03"
"9103","CS","PhD","E-mail",NA,NA,NA,"International",23,1.9,"04"
"6738","CS","PhD","E-mail",3.4,161,145,"International",15,1.5,"04"
"13634","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"6660","CS","MS","E-mail",3,155,167,"International",43,3.6,"04"
"438","CS","MS","E-mail",NA,NA,NA,"International",50,4.7,"04"
"3009","CS","PhD","E-mail",NA,156,168,"International",50,5.7,"02"
"8009","CS","MS","E-mail",3.6,165,165,"International",48,5.9,"02"
"11874","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"04"
"16029","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"9142","CS","MS","E-mail",3.6,154,166,"International with US Degree",22,2.5,"04"
"10573","CS","PhD","Website",3.76,148,168,"International",85,12.3,"02"
"6084","CS","PhD","E-mail",3.92,155,168,"International",83,9.9,"01"
"14980","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",28,2.9,"03"
"4127","CS","MS","E-mail",NA,NA,NA,"International",42,5.4,"04"
"3279","CS","PhD","Other",3.72,154,159,"American",53,4.8,"02"
"739","CS","MS","E-mail",3.9,170,170,"American",42,5.4,"04"
"1289","CS","MS","E-mail",2.8,150,170,"International",26,2.3,"03"
"8817","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"01"
"10732","CS","PhD","Other",NA,NA,NA,"American",85,12.3,"02"
"11957","CS","PhD","E-mail",NA,NA,NA,"American",73,6.7,"04"
"14003","CS","PhD","E-mail",3.9,161,166,"American",51,5.3,"02"
"8","CS","MS","E-mail",NA,NA,NA,"International",15,1.5,"11"
"11676","CS","MS","Website",3.5,156,166,"International",43,3.6,"05"
"13460","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,11.1,"02"
"8588","CS","PhD","E-mail",3.95,162,170,"International",68,8.7,"02"
"13164","CS","PhD","E-mail",NA,NA,NA,"International",47,5.8,"03"
"8471","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"10404","CS","PhD","E-mail",NA,NA,NA,"American",50,4.7,"03"
"2335","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",20,1.5,"02"
"15953","CS","PhD","Website",NA,NA,NA,"International",83,11.1,"02"
"9987","CS","PhD","Website",NA,NA,NA,"International",22,2.8,"03"
"3149","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"02"
"5870","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"13395","CS","PhD","Website",NA,NA,NA,"International with US Degree",26,3.3,"02"
"11508","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"01"
"15955","ECE","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"3998","CS","PhD","E-mail",NA,NA,NA,"International",22,1.9,"04"
"6892","CS","PhD","E-mail",NA,167,165,"American",73,6.7,"02"
"9893","ECE","MS","E-mail",NA,NA,NA,"American",83,11.1,"03"
"8830","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"14235","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"1326","ECE","PhD","E-mail",NA,151,166,"International",39,2.4,"03"
"7082","ECE","MS","E-mail",3.74,156,158,"International with US Degree",73,6.7,"03"
"13485","CS","PhD","E-mail",3.1,162,166,"International",68,8.7,"02"
"8189","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"10307","ECE","PhD","E-mail",NA,NA,NA,"American",57,11.5,"03"
"7025","CS","PhD","E-mail",3.68,160,170,"International",83,11.1,"03"
"2184","CS","PhD","Website",NA,NA,NA,"International",24,2,"02"
"14200","ECE","PhD","E-mail",NA,NA,NA,"International",48,5.9,"12"
"2930","ECE","MS","E-mail",NA,NA,NA,"International",53,6.9,"02"
"4520","CS","MS","E-mail",NA,NA,NA,"International",50,4.7,"03"
"13811","CS","PhD","Website",NA,NA,NA,"International",24,2.1,"02"
"6484","ECE","PhD","E-mail",3.92,154,165,"International",68,8.7,"04"
"8341","CS","PhD","Phone",3.72,153,169,"International",57,11.5,"02"
"16173","CS","PhD","E-mail",NA,NA,NA,"American",85,12.3,"02"
"15254","CS","PhD","Postal Service",NA,NA,NA,"American",29,4.2,"03"
"6110","IS","PhD","E-mail",4,163,170,"American",46,5.6,"01"
"4551","CS","MS","Website",3.92,152,167,"International",50,4.7,"03"
"2699","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"573","ECE","PhD","E-mail",3.55,149,162,"International",53,6.9,"04"
"13625","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"5110","ECE","MS","Website",NA,NA,NA,"International",73,6.7,"02"
"6172","CS","PhD","E-mail",4,167,166,"American",37,3.4,"01"
"6068","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,8.4,"01"
"16102","ECE","PhD","Website",NA,NA,NA,"International",53,4.8,"02"
"5209","CS","MS","E-mail",3.8,155,164,"International",152,18.1,"02"
"16442","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"12760","ECE","MS","E-mail",NA,NA,NA,"International",25,3.5,"02"
"13111","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",22,2.5,"03"
"5190","ECE","PhD","E-mail",NA,149,161,"International",19,2.8,"02"
"6787","CS","MS","E-mail",3.35,167,163,"American",50,4.7,"02"
"7578","CS","MS","E-mail",3.56,159,144,"International",34,2.3,"02"
"5916","CS","PhD","E-mail",NA,NA,NA,"American",83,11.1,"02"
"923","CS","MS","E-mail",NA,165,165,"International",63,8.6,"03"
"2110","CS","PhD","E-mail",3.84,168,166,"International",35,3.4,"02"
"16284","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"3164","CS","PhD","E-mail",NA,NA,NA,"American",12,1.5,"02"
"2554","CS","PhD","E-mail",3.8,170,152,"International",68,8.7,"02"
"7976","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"02"
"4883","CS","PhD","E-mail",3.6,152,165,"International",20,1.5,"01"
"10122","CS","MS","E-mail",NA,NA,NA,"International",46,5.6,"03"
"10696","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"692","CS","MS","E-mail",3.92,170,153,"International with US Degree",152,18.1,"04"
"14042","CS","PhD","E-mail",NA,NA,NA,"American",85,12.3,"02"
"3519","CS","MS","E-mail",NA,NA,NA,"International with US Degree",37,5,"01"
"9519","CS","MS","E-mail",3.5,168,166,"American",52,6.4,"03"
"14524","CS","PhD","E-mail",3.85,162,158,"American",42,2.6,"04"
"11854","ECE","PhD","Website",3.4,170,146,"International",37,3.4,"04"
"3572","CS","MS","Website",NA,NA,NA,"American",73,6.7,"10"
"1005","CS","MS","E-mail",4,160,170,"International",73,6.7,"03"
"7476","HCI","MS","E-mail",3.3,158,159,"International with US Degree",152,18.1,"03"
"13320","CS","PhD","Website",NA,NA,NA,"International",26,3.3,"02"
"7511","CS","MS","E-mail",3.6,158,163,"International",42,5.4,"03"
"12656","ECE","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"281","CS","MS","Website",NA,NA,NA,"International",39,2.4,"04"
"3064","CS","PhD","E-mail",4,165,162,"International",57,11.5,"02"
"7824","ECE","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"16090","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"12047","CS","MS","E-mail",3.5,151,159,"International",42,2.6,"04"
"1715","CS","PhD","E-mail",NA,NA,NA,"International",15,1.5,"03"
"13011","CS","MS","E-mail",3.71,154,161,"American",26,3.3,"03"
"14656","ECE","PhD","Website",NA,NA,NA,"International",73,6.7,"04"
"1942","CS","PhD","Phone",3.6,151,168,"International",57,8.4,"02"
"2804","CS","MS","E-mail",3.28,165,166,"International",48,5.9,"02"
"3056","CS","PhD","E-mail",3.86,143,167,"International",57,11.5,"02"
"3348","CS","PhD","E-mail",NA,NA,NA,"American",22,2.4,"01"
"5722","CS","PhD","E-mail",NA,165,166,"International",51,5.3,"02"
"442","CS","PhD","E-mail",NA,NA,NA,"International",25,3.5,"04"
"7610","CS","PhD","Website",NA,NA,NA,"International with US Degree",13,1.6,"03"
"5699","CS","PhD","E-mail",NA,NA,NA,"International",29,4.2,"02"
"8834","CS","PhD","E-mail",3.8,165,163,"American",42,5.4,"01"
"3398","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",83,9.9,"01"
"11306","CS","PhD","E-mail",NA,NA,NA,"International",47,5.8,"02"
"14484","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",36,2.8,"04"
"7681","CS","MS","E-mail",3.62,168,166,"International",10,1.2,"02"
"2435","CS","PhD","E-mail",3.91,160,166,"International",83,11.1,"02"
"9989","CS","PhD","E-mail",NA,NA,NA,"International",52,6.4,"03"
"4663","CS","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"1882","CS","MS","E-mail",NA,NA,NA,"American",25,3.5,"02"
"3523","CS","MS","E-mail",3.03,144,161,"International",15,1.8,"01"
"14260","CS","PhD","E-mail",NA,NA,NA,"International",85,12.3,"01"
"2493","CS","MS","E-mail",3.75,152,167,"International",52,6.4,"02"
"13943","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"1762","CS","MS","Website",3.48,158,168,"International",30,2.3,"03"
"11972","CS","PhD","E-mail",NA,NA,NA,"International",9,1.4,"04"
